Company,Model,Year,Reviewer,Date,Title,Rating,Review
ferrari,599,2008,AceOfRace, 01/05/2009,Exceptional All Rounder,4,"The Ferrari 599 GTB Fiorano is the best to ever come out of the prestigious marque. It's supremely fast but also tame enough to drive anyday. The engine is a 6.0L V12 derived from the Enzo. 611 horsepower is what you can expect. The car can really do anything you want it to and if you make a mistake on the road, it is much more forgiving than the likes of other RWD cars. Performance is amazing and the handling is almost to the level of the Bugatti Veyron. Anybody who has a passion for cars must take this out for a drive. The 599 hits every benchmark of supercar performance. Its a fantastic car that must be experienced first hand to get the most out of it."
ferrari,612-scaglietti,2005,Jacky , 04/18/2007,Disappointed!,4,"When I first purchased the car I was extremly thrilled. However, after few days I discovered so many faults in the car. The handling and performance of the car is amazing!! However: 1. The car had very strong smell of fuel inside. 2. Every hole in the road sounds like if the car was going to break down. 3. The handbrake did not stop the car! I sent the car to the Ferrari shop which tried several times to fix it. The service was very good however, the car continued to have the same faults. In my opinion $260,000 car should be perfect. This car is worth only for racing, not for daily use.  Don't buy this car.  Thanks"
ferrari,612-scaglietti,2005,boomer, 04/23/2005,nice,4,this is the smoothest Ferrari ever.  It is a better drive than the 575.  It will out drive any Aston Martin.
ferrari,612-scaglietti,2005,Michael Noland, 07/24/2005,Ferrari 612 Scaglietti Worth The Wait!,5,"Absolutely Awesome!  This car is so fast, and handles like a ""Lambo"" without the backbreaking jarred ride.  So glad I purchased this vehicle.  I will only drive the 612 Ferrari model."
ferrari,612-scaglietti,2005,MARK CONNERS, 05/20/2005,2005 Ferrari 612 Scaglietti - The Ferrari Best Ever,5,"This car has an outrageous BMW 7-Series-like ride, with awesome handling and braking.  Its seats are outstanding.  The back seats have enough room.  the car even comes with a full trunk.  It actually gets decent gas mileage.  This is my third Ferrari in nine years and it is truly my favorite to date."
ferrari,612-scaglietti,2005,david byer, 05/07/2005,Best Ferrari Ever,4,"After ordering a Ferrari 360 Modeno and finding it too small for my 6'4"" frame, I decided to order the 456GT to be remodeled. Ferrari didn't know exactly when it would be coming in, so I just transfered my deposit and waited over four and a half years.  I recieved all the artists drawings, engineering pictures and eventually the final pictures of the first two cars to be shown at the Detroit auto show. Upon picking up my 612 Scaglietti I was first impressed with how solid it felt and how quiet and comfortable the interior was. Its instrumentation is simple, the stereo is great but what you get from this car mostly is an eye catching exotic car that isn't too exotic. Being over 40 years old it is the best car in the world to me."
ferrari,612-scaglietti,2005,John Arnold, 05/08/2005,Not What it Seems,3,"When I first bought the 2005 Ferrari 612 Scaglietti, I was anticipating the greatest experience of my life.  It was a great car the first couple of days, but it lost its excitement fast.  The lack of a sporty design tends to not turn as many heads, but the power will take you off the line faster than any other car you will find."
ferrari,612-scaglietti,2005,Chris Treyes, 07/04/2005,612 Scaglietti: THIS IS THE REAL DEAL!,5,"No imitator here.   Purchased this car for the Speed, Comfort, and ""CLASS"".   Waited nearly Two years, but honestly worth it.    Bentley, Aston, Lambo, no longer carry this type of Ferrari substance, nor its price tag.    Extremely satisfied with this 4.0  0-60 large, safe, comfortable sports car.    Truly in a world of its own. "
ferrari,612-scaglietti,2005,Noel Thomas Patton, 08/01/2005,612,5,"I got my manual 6 speed in June of 2005 and it has exceeded my expectations. It is truly everything that a gentleman's GT car should be. Stunning styling, great craftmanship, easy to use controls, and of course great performance. It also has enough room to load up friends and/or luggage and take off ona Grand Tour, something you can't do in a Lambo."
ferrari,612-scaglietti,2005,Stephen Rendter, 09/07/2005,612 Scag Is Dynamite!,5,"This car has grown on my like a weed!  The straight line tracking and solid acceleration on a fairly large body, is almost mind boggling!  When you pull up to valet the 612 Scaglietti, you are swarmed like nothing ever witnessed.  Quality has been good, although a few minor electronic computer gremlins that were fixed with a software update."
ferrari,612-scaglietti,2005,Jonathan Docs, 10/06/2005,612 Scaglietti F1 is Pure Joy,5,"This car provides stunning performance without sacrificing the comfort.  The engine is downright frightening. The F1 shifts are flawless. The interior is not cramped with room in the back for small kids or quick dinner adult trips.  I truly can't get enough of this car.  Yes downright expensive ""close to 300 thousand"". However I am satisfied after purchase."
ferrari,612-scaglietti,2005,Scag612, 09/03/2006,Lovely Driving at Any Speed,4,"Be it cruising or racing on the freeway, this car is pure pleasure. IT has enormous reserves when doing overtaking maneuvres.  It is also very stable on the road, goes straight like it is on rails and is very agile in corners.  It also is very good in the winter or when driving on wet slick streets."
ferrari,612-scaglietti,2006,Don Brodie, 01/02/2007,612 After One Year,4,"The reliability of this car is only fair. I initially had severe computer problems that started the car on 6-cylinders and after two minutes switched to 12 cylinders. The car shook and sputtered for those two minutes. This was corrected after two visits in which a computer re-programming took place. Now I have my check engine light constantly flashing even after being deactivated, twice. It again recently activated, and I have to bring it in again for the third time. "
ferrari,612-scaglietti,2006,Arnell Baylet, 06/29/2007,"Incredible Ride, Sticker Shock, Low MPG",5,"Best controllable acceleration ever witnessed in a vehicle.  Breaking is mind blowing.  Handling exceptional (except tears through $400 tires). Seat comfort and visibility are the best I have witnessed in Ferrari lineup, and I am lucky enough to have owned 3 prior."
ferrari,612-scaglietti,2006,debu99, 11/19/2011,keeps on beeing just great,4,"Owning the 612 now over 3 years and using it in evey day traffic it just keeps on being great,

The paint job is the only problem, technical it's fantastic and by far the best car i ever owned.."
ferrari,612-scaglietti,2006,Stephano, 04/28/2006,Exquisite,4,"I have had this top of the line Ferrari and it's the best of the three that I've had. I wanted to get an Enzo, but it is too much money. The 612 Scaglietti is nicer and cheaper. I also have a Bentley GT which drives much better."
ferrari,612-scaglietti,2006,Keith Ricards, 03/04/2006,612 Ferrari is Fabulous!,5,"This is the first Ferrari I have owned where the ride can be tolerated everyday, yet performance was not sacrificed.  It is a very enjoyable car, I cannot think of anything else I would want to drive right now."
ferrari,612-scaglietti,2006,Mike, 03/29/2006,Not an everyday car,4,"I just purchased this Black on Black with yellow stiching 612 and it is EXCELLENT! Peoples' jaws drop and heads are flying from all directions when I drive by. The exterior is great with side scallops which look great and lines that cut between the headlamps. The rear trunk has two additional storage compartments which is great. The interior is supperb with automatic climate control, automatic headlamps, rain sensing windshield wipers, electric seats, heated seats, electric mirrors, and rear seats are just as comfortable as the front ones. I warn you though this is not an everyday car, considering I payed over $300,000 dollars it. The steering mounted sport button is 10 times better than normal auto."
ferrari,612-scaglietti,2006,Darrel McOnnery, 01/21/2007,612 Scaglietti! Quietly the Best Ferrari Ever!,5,"This car, the 612 Scaglietti,  is overlooked compared to the Spider and Enzo, however it performs better than any Ferrari I have ever owned or driven in.  People go nuts over this car when you ""run it."" It has the comforts of a Cadillac, yet the performance of a Viper.   I am truly extremely satisfied with this Ferrari."
ferrari,612-scaglietti,2006,gregMTU, 05/30/2007,612 Scag The Best!,5,"The engine is strong pulling right up to 7000 rpm, handling is excellent, yet remains fairly quiet interior wise unlike our former Aston.   612 really is an enjoyable car!"
ferrari,612-scaglietti,2007,TireSavr, 08/23/2007,612 Incredible! With backseat!!,5,"If you have any family or friends, forget about the 599.  Yes it's an incredible vehicle, but performance is nearly identical with 612, and you can bring others with you comfortably.  Extremely happy with the Ferrari, more so than any of the previous ""3"" we owned over an eleven year span."
ferrari,california,2009,Texas Singh, 11/23/2009,A dream car I wouldnt trade for any othe,5,"I am fortunate to be able to afford just about any car in the world but would not exchange it for any other.  This car is the ultimate in beauty, luxury, performance and adrenaline stimulant.  The car looks gorgeous with the top up or down. It is a shame that it has a great sound system because it stays off so that you can hear the engine.  It is not fussy about usual road dips and driveways.  Room enough for a family of four to sit and enjoy a ride. I even had medium sized adults squeeze in the back for a ride! "
ferrari,california,2009,sbh, 01/12/2010,GREAT CAR,4,Fast and fun to drive
ferrari,california,2014,Giancarlo, 08/17/2015,weekend road coach,5,"One is easily distracted by all the thumbs-up received on the road - Just enjoy
"
ferrari,california-t,2016,Edmunds, 11/20/2018,WHITE HORSE like JESUS has on His return.,5,"Its mine lol
"
ferrari,enzo,2003,garner, 07/26/2003,car review,4,"i loved it, i hit a strait away and got 
it up to 210 with no problem..."
ferrari,enzo,2003,Yagoogalie, 06/15/2003,Amazing,4,"This car is specatcular to drive, the 
technological advancements to this car 
are amazing. The car is amazingly 
stable, i dont even know why i am not 
calling it a rocket. It is stunning in 
person. This car has no lack in 
anything, the only complaint i have 
with ferrari is that the mclaren F1 is 
many years older and it took them this 
long to beat it...that just shows the 
quality and craftsmanship put into the 
design and bmw's engine....if you have 
the money but this stunner!!"
ferrari,enzo,2003,cow, 07/05/2003,9.5,4,"Its fast, it looks good, its got great 
handling,and in my opinion its near 
perfect."
ferrari,enzo,2003,Misti Ross, 11/18/2003,Best Car,5,Perfect Car thats all there is.
ferrari,enzo,2003,Matty1029, 09/17/2003,My Ferrari rocks,5,"The Ferrari is very fun to drive and so 
luxuriouson the inside. The sporty 
exterior is also another factor in the 
rating. I think that buying this car is 
probably the best decission i have ever 
m"
ferrari,enzo,2003,Ferrari1, 11/25/2003,Power windows?,5,"No power windows in this car, yet it is 
still the best car I have driven and by 
far it gets the most looks"
ferrari,enzo,2003,Richard Losee, 06/13/2003,Ferrari ENZO,4,"I think that this car is very well made 
and it goes very fast."
ferrari,f430,2005,ferrariman, 12/26/2005,F430,5,"The F430 is an amazing car--more so than virtually any other car on the market.  Its performance is spectacular. Its shape is more beautiful than any other car in the world. On the road, it commands a presence of mystique and prestige that only a Ferrari delivers. I had a 360 Modena before this model. The F430 is sharper and more modern in appearance. The shifting of F1 is more smooth, and the overall handling is far superior.  "
ferrari,f430,2005,Sebas, 08/14/2008,Amazing Spider Tricks,5,"This vehicle is amazing, fast, sleek, responsive, quick, it turns every head, you will not want to get out of it.    I went from a 360 Modena to the F-430 F-1 and noticed a world of change it's like night and day.  You've got to drive this vehicle to see what I mean. "
ferrari,f430,2005,ferraristi, 12/28/2005,Best Ferrari So Far!,4,"This is my third Ferrari I have owned. A Testarossa, Maranello 550 now this beautiful example of styling, performance and unbelievable driving experience. This is such a vast improvement over the 360 which I also tested. It has the ability to transform from an every day drive, to a full race performance all by simply switching the settings on your steering wheel. The performance is a given, but the exhaust sound alone takes you to the track and turns heads in amazement. The handling is superb. Highly recommend.  Live your dream!! this is as close as you get to driving an F1."
ferrari,f430,2005,Ferrari Admirer, 01/20/2006,2006 F430,4,"The 2006 F430 is a product of art and technology at their finest. It is by far one of the most beautiful automobiles ever made. The drive is sensational and incomparably satisfying. Compared to the Modena 360 I had, its looks are more modern and aggressive. Its interior is exquisitely detailed with soft leather and stitching with its feel and smell that only a Ferrari delivers and better than even an Louis Vuiton handbag. The F1 is much more smooth than a Modena 360. The handling is razor sharp, superior to the 360, a world apart from almost any other vehicle on the market. A true appreciation of a Ferrari can only come from actual ownership and prolonged driving experience. "
ferrari,f430,2005,John, 11/15/2005,Are you kidding?,5,"Though this is our first Ferrari, we underestimated what we were actually buying. Our F430 is far and away a better vehicle than either the Lamborghini Gallardo or the Porsche Carrera GT that we were able to drive. Special thanks to dealers that let 30 something millionaires drive before we buy. You earned our business!"
ferrari,f430,2005,Benny, 12/17/2005,F430,5,"This is car is one of the most beautiful cars ever created. Its design and workmanship can only be really appreciated after actually owning it. It's the symbol of legendary Italian artistry and passion. Its sound is sexier than any car on the road.  The drive is awesome in every aspect. Its handling is unsurpassed. Its fantastic acceleration does not even need to be mentioned. The attention you get from others around you when drive the F430 is something you need to get used to if you don't like attention.  After all, a ferrari is not a car: it's a ferrari.     "
ferrari,f430,2005,gonzalo moran, 01/29/2006,2005 Ferrari F430,4,"The 2005 Ferrari F430 is an excellent performance vehicle, close to the supercars such as the Enzo or F50, but with lots of comfort, for a fraction of the price.  The electronics are amazing, but a little fuzzy at first."
ferrari,f430,2005,enzo, 11/16/2005,Can't go wrong with Ferrari,5,"The F430 is a great drive around town car, as well as a take on the track car. I have always liked the Pinin Farina style design, which compliments its predecessors."
ferrari,f430,2005,Tifoso, 08/20/2005,Buy a Gallardo,3,"This 360 makeover is a genuine disappointment to a true Ferrari fan. The engine, while an improvement over the 360 is light years behind the V10 powered Gallardo. The F1 shifter is still jerky at max revs but is also an improvement over the 360. Reliability is a big issue. In one month air conditioning, paint and trim issues were so bad I sold the car."
ferrari,f430,2005,fred, 07/25/2005,Cool car,5,The ferrari F430 is a new addition to my sports car colletion. It is very fast but not yet very comfortable.This is my 5th Ferrari to purchase since 2002. I defenently recommend this car.
ferrari,f430,2005,MGD, 05/07/2005,One of the best from Ferrari,4,"The 2005 Ferrari F430 has to be one of the greatest cars the prancing horse has ever built.  It is beautiful and fast and a ton of fun to drive.  If you have the cash this is a MUST have.  Its easy to drive and its suspension settings can be changed to suit the driver's needs and the outside conditions.  It is amazing.  Its nearly as fast as an Enzo, it is just a bullet. It has 483HP and goes 0-60 MPH in 3.8 seconds.  I love my F430!"
ferrari,f430,2006,ferrarifan, 02/14/2006,2006 F430,5,"I am more than satisfied with the 2006 F430. Although I loved the Modena 360 I used to have, the F430 is much better than the 360 in many ways. It is far smoother and faster. Its design is more aggressive and modern, although one could argue that the 360 had more artistic lines. They are both beautiful, but different. The interior is covered with the finest leather you will see in any car with beautiful stitchings. Its instrumentation is functional and elegant. The HiFi version is terrific with clean sound and base. Its handling, speed, agility, and feel are second to none. It is one of the most beautiful cars ever created with its presence noticed on any road with admirers everywhere. "
ferrari,f430,2006,PERRIE, 06/14/2006,Incredible Car,5,"I love my new F430 spider.  It is an incredible improvement from my 2003 F360.  It's much more luxurious, has a better ride, acceleration etc.  The biggest difference is how smooth the shifting has become and the ride quality.  It looks fantastic and has the best interior I have seen on a sports car.  While I certainly wouldn't drive it everyday I find I am using it much more than the F360.  I can't wait to take it out whenever I have time.  My wife's biggest complaint is that everyone looks at the car.  It is expensive but worth every penny."
ferrari,f430,2006,F.SALA, 10/22/2006,WOW!,4,"I love my F430 Spider.  It is by far the best Ferrari I've ever driven and owned.  It is as smooth as a luxury car and handles like it's on railroad tracks. When you drive this car at full pedal to the metal the sound is out of this world. The best feature: no more timing belt and valve ajustments services. I'm going for another ride, caio!"
ferrari,f430,2006,Ernesto, 10/22/2006,F430 Spider F1,4,"After I had experienced the Ferrari Testarossa in 1999 I also purchased the Maserati Spider 2002 as a companion. Then one day I noticed the F430 in the lot at the dealer while picking up the Maserati after service.  I fell in love with this new Ferrari car.  I had to go and purchased it the following week and I have no regrets since.  It is a blast of fun, expecially when driving thru a tunnel, the experience and feeling is the same as if I was driving a Formula One.  The shifting of gears is so quick and the engine responds immediately, the noise is phenomenal. The acceleration is exhilarating.  This is the best car in my stable."
ferrari,f430,2006,ferraridrew, 02/24/2007,Ferrari 430 Spyder Coupe,5,"This car is good. It's very fast, agile, cool looking, and makes me as popular as a 17 year old. I purchased it in North Carolina."
ferrari,f430,2006,Jack, 04/22/2006,Amazing Car,5,"The Ferrari F430 Challenge is the best car that I have ever driven and I have had them all.  It is so smooth and light to drive! Wow! It is expensive, but well worth it! "
ferrari,f430,2006,F1Guy, 11/07/2008,F1 Ferrari F430,4,"Have owned 50-60 autos in my lifetime; many of the higher end types. The F430 beats them all, hands down. This car has it all; style, presence, speed, quickness, a wonderful, yet sporty ride and a great (F1) tranny. It is the best overall balance of sporting and stylistic ride and handling I have ever owned. It costs more than many houses, but if you love to drive, and appreciate fine automobiles, this is the top of the heap. The sound of the car, either at idle or WOT, will sell you on it, even if nothing else does! Do it if you can...you won't be disappointed.  "
ferrari,f430,2006,banx, 08/22/2010,Get the Rock Star Treatment,3,"It's a fantastic vehicle, all you can possibly imagine. While a few tenths of a second off the 0-60 pace of a Corvette Z06 or a Nissan GT-R, those cars don't get the looks or attention this car gets. A Porsche 911 Turbo is almost invisible next to this Ferrari. It has the F1 transmission, but be WARNED, it's not reliable. The entire transmission had to be replaced under warranty at 3K miles. The OEM optional Blaupunkt Hi-powered stereo just croaked at 5K miles (not covered by warranty), even though it had barely been used the past 12 months (engine sound was too intoxicating to listen to the radio for more than 5 minutes) and was never played at more than low volume in the driveway."
ferrari,f430,2006,phil, 09/30/2015,One of the best cars I have ever driven!,5,"This car is awesome. Its my 1st year owning it and I have to tell you there is nothing that can compare to this ferrari. Just the name and model says it all!
"
ferrari,f430,2007,claudio, 10/15/2007,Dream come true,4,"Waited 3 years for this car, as I put a deposit for a 360 which was later discontinued to make room for the F430.  It was well worth the wait!  This car really lives up to the Ferrari reputation.  The design, performance and overall driving experience is amazing.  Very easy to drive in heavy traffic as well, but when the road opens up is when you are treated to what this car is all about. Best car I've ever driven. Past cars. MB SL 55 MB CLK 55 Porsche Boxster S Porsche Cayenne Turbo Maserati GrandSport MC Victory (current) Maserati Quattroporte Sport GT (current)."
ferrari,f430,2007,Bill Holbrook, 08/15/2015,Fun!Fun!Fun!,5,"Unlike some of the other reviews I see I actually own an F430.The thrill of walking out into the garage and looking at my car and knowing that I can start it up and drive it whenever I want cannot be overemphasized.The car is so much fun to drive I can easily overlook the flaws (mainly the cost of everything).I can't go anywhere without being asked about it or having myself photographed.The way it drives around corners is always exciting and the top end is also quite exciting.I know mine goes at least 170 with the limiting factor being the driver not the car.The gas mileage has surprised me getting 17.9 on the last trip I took or 6321 miles.No mechanical issues , no overheating , no plug problems, heck, no problems at all.This is without a doubt the most fun of any car I have driven, well the 458 drives better but I don't own one.I have 14 cars right now with one a drag car that runs in the mid 9s but my F430 brings a smile to my face and anyone I take with me every time I get into it.
"
ferrari,f430,2007,H Shirvani, 11/28/2017,The best Ferrari,5,"This is the best Ferrari you can buy. I have had three other Ferraris. This is simply the best!
"
ferrari,f430,2007,LEXUSRY, 09/20/2008,not worth it,3,"With the high price that consumers pay, you would expect the parts to last longer than the cheapest made vehicle out there in public. These engine, brake, electric  parts are cheaply made. It reminds me of the cheap made Volkswagen car that my son use to drive. Last, what a crap stereo sound system it has. "
ferrari,ff,2015,rbauer69@gmail.com, 08/02/2015,V12 SUV,5,"I've owned this beauty since Dec. 458 Spider prior scared me into a trade. Best GT car by far. Passes in no time. Listen to the scream...
"
ferrari,superamerica,2005,audikrazy, 12/20/2005,LOVE IT! :),4,"This car is amazing, i thought it would be a good investment because it is a rare build.  I hope that i am correct.  My wife wants to dirve this car 24/7!!!  My son wants to take it to prom!!! it shows that everyone wants this car.  !!!!!!"
